year,match_id,match_date,stage,group_stage,knockout_stage,home_team,away_team,home_score,away_score,total_goals,stadium_name,city_name,country_name,host_country,is_host_match,extra_time,penalty_shootout,attendance,is_partial_edition
1982,M-1982-35,1982-06-25,Group Stage,1,0,England,Kuwait,1,0,1,Estadio San Mamés,Bilbao,Spain,Spain,0,0,0,39700.0,0
1982,M-1982-36,1982-06-25,Group Stage,1,0,Spain,Northern Ireland,0,1,1,Estadio Luis Casanova,Valencia,Spain,Spain,1,0,0,,0
1982,M-1982-37,1982-06-28,Second Group Stage,1,0,Austria,France,0,1,1,Vicente Calderón,Madrid,Spain,Spain,0,0,0,37000.0,0
1982,M-1982-38,1982-06-28,Second Group Stage,1,0,Poland,Belgium,3,0,3,Camp Nou,Barcelona,Spain,Spain,0,0,0,65000.0,0
1982,M-1982-39,1982-06-29,Second Group Stage,1,0,Italy,Argentina,2,1,3,Estadi de Sarrià,Barcelona,Spain,Spain,0,0,0,43000.0,0
1982,M-1982-40,1982-06-29,Second Group Stage,1,0,West Germany,England,0,0,0,Estadio Santiago Bernabéu,Madrid,Spain,Spain,0,0,0,75000.0,0
1982,M-1982-41,1982-07-01,Second Group Stage,1,0,Austria,Northern Ireland,2,2,4,Vicente Calderón,Madrid,Spain,Spain,0,0,0,20000.0,0
1982,M-1982-42,1982-07-01,Second Group Stage,1,0,Belgium,Soviet Union,0,1,1,Camp Nou,Barcelona,Spain,Spain,0,0,0,45000.0,0
1982,M-1982-43,1982-07-02,Second Group Stage,1,0,Argentina,Brazil,1,3,4,Estadi de Sarrià,Barcelona,Spain,Spain,0,0,0,44000.0,0
1982,M-1982-44,1982-07-02,Second Group Stage,1,0,West Germany,Spain,2,1,3,Estadio Santiago Bernabéu,Madrid,Spain,Spain,1,0,0,90089.0,0
1982,M-1982-45,1982-07-04,Second Group Stage,1,0,France,Northern Ireland,4,1,5,Vicente Calderón,Madrid,Spain,Spain,0,0,0,37000.0,0
1982,M-1982-46,1982-07-04,Second Group Stage,1,0,Soviet Union,Poland,0,0,0,Camp Nou,Barcelona,Spain,Spain,0,0,0,,0
1982,M-1982-47,1982-07-05,Second Group Stage,1,0,Italy,Brazil,3,2,5,Estadi de Sarrià,Barcelona,Spain,Spain,0,0,0,44000.0,0
1982,M-1982-48,1982-07-05,Second Group Stage,1,0,Spain,England,0,0,0,Estadio Santiago Bernabéu,Madrid,Spain,Spain,1,0,0,75000.0,0
1982,M-1982-49,1982-07-08,Semi-Finals,0,1,Poland,Italy,0,2,2,Camp Nou,Barcelona,Spain,Spain,0,0,0,50000.0,0
1982,M-1982-50,1982-07-08,Semi-Finals,0,1,West Germany,France,3,3,6,Estadio Ramón Sánchez Pizjuán,Seville,Spain,Spain,0,1,1,70000.0,0
1982,M-1982-51,1982-07-10,Third-Place Match,0,1,Poland,France,3,2,5,Estadio José Rico Pérez,Alicante,Spain,Spain,0,0,0,28000.0,0
1982,M-1982-52,1982-07-11,Final,0,1,Italy,West Germany,3,1,4,Estadio Santiago Bernabéu,Madrid,Spain,Spain,0,0,0,90000.0,0
1986,M-1986-01,1986-05-31,Group Stage,1,0,Bulgaria,Italy,1,1,2,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,96000.0,0
1986,M-1986-02,1986-06-01,Group Stage,1,0,Spain,Brazil,0,1,1,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,35748.0,0
1986,M-1986-03,1986-06-01,Group Stage,1,0,Canada,France,0,1,1,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,65500.0,0
1986,M-1986-04,1986-06-02,Group Stage,1,0,Argentina,South Korea,3,1,4,Estadio Olímpico Universitario,Mexico City,Mexico,Mexico,0,0,0,60000.0,0
1986,M-1986-05,1986-06-02,Group Stage,1,0,Soviet Union,Hungary,6,0,6,Estadio Sergio León Chavez,Irapuato,Mexico,Mexico,0,0,0,16500.0,0
1986,M-1986-06,1986-06-02,Group Stage,1,0,Morocco,Poland,0,0,0,Estadio Universitario,Monterrey,Mexico,Mexico,0,0,0,19900.0,0
1986,M-1986-07,1986-06-03,Group Stage,1,0,Belgium,Mexico,1,2,3,Estadio Azteca,Mexico City,Mexico,Mexico,1,0,0,110000.0,0
1986,M-1986-08,1986-06-03,Group Stage,1,0,Algeria,Northern Ireland,1,1,2,Estadio Tres de Marzo,Guadalajara,Mexico,Mexico,0,0,0,22000.0,0
1986,M-1986-09,1986-06-03,Group Stage,1,0,Portugal,England,1,0,1,Estadio Tecnológico,Monterrey,Mexico,Mexico,0,0,0,23000.0,0
1986,M-1986-10,1986-06-04,Group Stage,1,0,Paraguay,Iraq,1,0,1,La Bombonera,Toluca,Mexico,Mexico,0,0,0,24000.0,0
1986,M-1986-11,1986-06-04,Group Stage,1,0,Uruguay,West Germany,1,1,2,Estadio La Corregidora,Querétaro,Mexico,Mexico,0,0,0,30500.0,0
1986,M-1986-12,1986-06-04,Group Stage,1,0,Scotland,Denmark,0,1,1,Estadio Neza 86,Nezahualcóyotl,Mexico,Mexico,0,0,0,18000.0,0
1986,M-1986-13,1986-06-05,Group Stage,1,0,Italy,Argentina,1,1,2,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,0,0,32000.0,0
1986,M-1986-14,1986-06-05,Group Stage,1,0,France,Soviet Union,1,1,2,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,36540.0,0
1986,M-1986-15,1986-06-05,Group Stage,1,0,South Korea,Bulgaria,1,1,2,Estadio Olímpico Universitario,Mexico City,Mexico,Mexico,0,0,0,45000.0,0
1986,M-1986-16,1986-06-06,Group Stage,1,0,Hungary,Canada,2,0,2,Estadio Sergio León Chavez,Irapuato,Mexico,Mexico,0,0,0,13800.0,0
1986,M-1986-17,1986-06-06,Group Stage,1,0,Brazil,Algeria,1,0,1,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,48000.0,0
1986,M-1986-18,1986-06-06,Group Stage,1,0,England,Morocco,0,0,0,Estadio Tecnológico,Monterrey,Mexico,Mexico,0,0,0,20200.0,0
1986,M-1986-19,1986-06-07,Group Stage,1,0,Mexico,Paraguay,1,1,2,Estadio Azteca,Mexico City,Mexico,Mexico,1,0,0,114600.0,0
1986,M-1986-20,1986-06-07,Group Stage,1,0,Northern Ireland,Spain,1,2,3,Estadio Tres de Marzo,Guadalajara,Mexico,Mexico,0,0,0,28000.0,0
1986,M-1986-21,1986-06-07,Group Stage,1,0,Poland,Portugal,1,0,1,Estadio Universitario,Monterrey,Mexico,Mexico,0,0,0,19915.0,0
1986,M-1986-22,1986-06-08,Group Stage,1,0,Iraq,Belgium,1,2,3,La Bombonera,Toluca,Mexico,Mexico,0,0,0,20000.0,0
1986,M-1986-23,1986-06-08,Group Stage,1,0,West Germany,Scotland,2,1,3,Estadio La Corregidora,Querétaro,Mexico,Mexico,0,0,0,30000.0,0
1986,M-1986-24,1986-06-08,Group Stage,1,0,Denmark,Uruguay,6,1,7,Estadio Neza 86,Nezahualcóyotl,Mexico,Mexico,0,0,0,26500.0,0
1986,M-1986-25,1986-06-09,Group Stage,1,0,Hungary,France,0,3,3,Estadio Nou Camp,León,Mexico,Mexico,0,0,0,31420.0,0
1986,M-1986-26,1986-06-09,Group Stage,1,0,Soviet Union,Canada,2,0,2,Estadio Sergio León Chavez,Irapuato,Mexico,Mexico,0,0,0,14200.0,0
1986,M-1986-27,1986-06-10,Group Stage,1,0,Argentina,Bulgaria,2,0,2,Estadio Olímpico Universitario,Mexico City,Mexico,Mexico,0,0,0,65000.0,0
1986,M-1986-28,1986-06-10,Group Stage,1,0,South Korea,Italy,2,3,5,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,0,0,20000.0,0
1986,M-1986-29,1986-06-11,Group Stage,1,0,Iraq,Mexico,0,1,1,Estadio Azteca,Mexico City,Mexico,Mexico,1,0,0,103763.0,0
1986,M-1986-30,1986-06-11,Group Stage,1,0,Paraguay,Belgium,2,2,4,La Bombonera,Toluca,Mexico,Mexico,0,0,0,16000.0,0
1986,M-1986-31,1986-06-11,Group Stage,1,0,England,Poland,3,0,3,Estadio Universitario,Monterrey,Mexico,Mexico,0,0,0,22700.0,0
1986,M-1986-32,1986-06-11,Group Stage,1,0,Portugal,Morocco,1,3,4,Estadio Tres de Marzo,Guadalajara,Mexico,Mexico,0,0,0,28000.0,0
1986,M-1986-33,1986-06-12,Group Stage,1,0,Algeria,Spain,0,3,3,Estadio Tecnológico,Monterrey,Mexico,Mexico,0,0,0,23980.0,0
1986,M-1986-34,1986-06-12,Group Stage,1,0,Northern Ireland,Brazil,0,3,3,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,51000.0,0
1986,M-1986-35,1986-06-13,Group Stage,1,0,Denmark,West Germany,2,0,2,Estadio La Corregidora,Querétaro,Mexico,Mexico,0,0,0,36000.0,0
1986,M-1986-36,1986-06-13,Group Stage,1,0,Scotland,Uruguay,0,0,0,Estadio Neza 86,Nezahualcóyotl,Mexico,Mexico,0,0,0,20000.0,0
1986,M-1986-37,1986-06-15,Round Of 16,0,1,Mexico,Bulgaria,2,0,2,Estadio Azteca,Mexico City,Mexico,Mexico,1,0,0,114580.0,0
1986,M-1986-38,1986-06-15,Round Of 16,0,1,Soviet Union,Belgium,3,4,7,Estadio Nou Camp,León,Mexico,Mexico,0,1,0,32277.0,0
1986,M-1986-39,1986-06-16,Round Of 16,0,1,Brazil,Poland,4,0,4,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,45000.0,0
1986,M-1986-40,1986-06-16,Round Of 16,0,1,Argentina,Uruguay,1,0,1,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,0,0,26000.0,0
1986,M-1986-41,1986-06-17,Round Of 16,0,1,Italy,France,0,2,2,Estadio Olímpico Universitario,Mexico City,Mexico,Mexico,0,0,0,70000.0,0
1986,M-1986-42,1986-06-17,Round Of 16,0,1,Morocco,West Germany,0,1,1,Estadio Universitario,Monterrey,Mexico,Mexico,0,0,0,19800.0,0
1986,M-1986-43,1986-06-18,Round Of 16,0,1,England,Paraguay,3,0,3,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,98728.0,0
1986,M-1986-44,1986-06-18,Round Of 16,0,1,Denmark,Spain,1,5,6,Estadio La Corregidora,Querétaro,Mexico,Mexico,0,0,0,38500.0,0
1986,M-1986-45,1986-06-21,Quarter-Finals,0,1,Brazil,France,1,1,2,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,1,1,65000.0,0
1986,M-1986-46,1986-06-21,Quarter-Finals,0,1,West Germany,Mexico,0,0,0,Estadio Universitario,Monterrey,Mexico,Mexico,1,1,1,41700.0,0
1986,M-1986-47,1986-06-22,Quarter-Finals,0,1,Argentina,England,2,1,3,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,114580.0,0
1986,M-1986-48,1986-06-22,Quarter-Finals,0,1,Spain,Belgium,1,1,2,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,1,1,45000.0,0
1986,M-1986-49,1986-06-25,Semi-Finals,0,1,France,West Germany,0,2,2,Estadio Jalisco,Guadalajara,Mexico,Mexico,0,0,0,45000.0,0
1986,M-1986-50,1986-06-25,Semi-Finals,0,1,Argentina,Belgium,2,0,2,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,114500.0,0
1986,M-1986-51,1986-06-28,Third-Place Match,0,1,Belgium,France,2,4,6,Estadio Cuauhtémoc,Puebla,Mexico,Mexico,0,1,0,,0
1986,M-1986-52,1986-06-29,Final,0,1,Argentina,West Germany,3,2,5,Estadio Azteca,Mexico City,Mexico,Mexico,0,0,0,114600.0,0
1990,M-1990-01,1990-06-08,Group Stage,1,0,Argentina,Cameroon,0,1,1,San Siro,Milan,Italy,Italy,0,0,0,73780.0,0
1990,M-1990-02,1990-06-09,Group Stage,1,0,Soviet Union,Romania,0,2,2,Stadio San Nicola,Bari,Italy,Italy,0,0,0,42907.0,0
1990,M-1990-03,1990-06-09,Group Stage,1,0,United Arab Emirates,Colombia,0,2,2,Stadio Renato Dall'Ara,Bologna,Italy,Italy,0,0,0,30791.0,0
1990,M-1990-04,1990-06-09,Group Stage,1,0,Italy,Austria,1,0,1,Stadio Olimpico,Rome,Italy,Italy,1,0,0,73303.0,0
1990,M-1990-05,1990-06-10,Group Stage,1,0,United States,Czechoslovakia,1,5,6,Stadio Comunale,Florence,Italy,Italy,0,0,0,33266.0,0
1990,M-1990-06,1990-06-10,Group Stage,1,0,Brazil,Sweden,2,1,3,Stadio delle Alpi,Turin,Italy,Italy,0,0,0,62628.0,0
1990,M-1990-07,1990-06-10,Group Stage,1,0,West Germany,Yugoslavia,4,1,5,San Siro,Milan,Italy,Italy,0,0,0,74765.0,0
1990,M-1990-08,1990-06-11,Group Stage,1,0,Costa Rica,Scotland,1,0,1,Stadio Luigi Ferraris,Genoa,Italy,Italy,0,0,0,30867.0,0
1990,M-1990-09,1990-06-11,Group Stage,1,0,England,Republic of Ireland,1,1,2,Stadio Sant'Elia,Cagliari,Italy,Italy,0,0,0,35238.0,0
1990,M-1990-10,1990-06-12,Group Stage,1,0,Belgium,South Korea,2,0,2,Stadio Marc'Antonio Bentegodi,Verona,Italy,Italy,0,0,0,32790.0,0
1990,M-1990-11,1990-06-12,Group Stage,1,0,Netherlands,Egypt,1,1,2,Stadio La Favorita,Palermo,Italy,Italy,0,0,0,33288.0,0
1990,M-1990-12,1990-06-13,Group Stage,1,0,Uruguay,Spain,0,0,0,Stadio Friuli,Udine,Italy,Italy,0,0,0,35713.0,0
1990,M-1990-13,1990-06-13,Group Stage,1,0,Argentina,Soviet Union,2,0,2,Stadio San Paolo,Naples,Italy,Italy,0,0,0,55759.0,0
1990,M-1990-14,1990-06-14,Group Stage,1,0,Cameroon,Romania,2,1,3,Stadio San Nicola,Bari,Italy,Italy,0,0,0,38687.0,0
1990,M-1990-15,1990-06-14,Group Stage,1,0,Yugoslavia,Colombia,1,0,1,Stadio Renato Dall'Ara,Bologna,Italy,Italy,0,0,0,32257.0,0
1990,M-1990-16,1990-06-14,Group Stage,1,0,Italy,United States,1,0,1,Stadio Olimpico,Rome,Italy,Italy,1,0,0,73423.0,0
1990,M-1990-17,1990-06-15,Group Stage,1,0,Austria,Czechoslovakia,0,1,1,Stadio Comunale,Florence,Italy,Italy,0,0,0,38962.0,0
1990,M-1990-18,1990-06-15,Group Stage,1,0,West Germany,United Arab Emirates,5,1,6,San Siro,Milan,Italy,Italy,0,0,0,71169.0,0
1990,M-1990-19,1990-06-16,Group Stage,1,0,Brazil,Costa Rica,1,0,1,Stadio delle Alpi,Turin,Italy,Italy,0,0,0,58007.0,0
1990,M-1990-20,1990-06-16,Group Stage,1,0,Sweden,Scotland,1,2,3,Stadio Luigi Ferraris,Genoa,Italy,Italy,0,0,0,31823.0,0
1990,M-1990-21,1990-06-16,Group Stage,1,0,England,Netherlands,0,0,0,Stadio Sant'Elia,Cagliari,Italy,Italy,0,0,0,35267.0,0
1990,M-1990-22,1990-06-17,Group Stage,1,0,Republic of Ireland,Egypt,0,0,0,Stadio La Favorita,Palermo,Italy,Italy,0,0,0,33288.0,0
1990,M-1990-23,1990-06-17,Group Stage,1,0,Belgium,Uruguay,3,1,4,Stadio Marc'Antonio Bentegodi,Verona,Italy,Italy,0,0,0,33759.0,0
1990,M-1990-24,1990-06-17,Group Stage,1,0,South Korea,Spain,1,3,4,Stadio Friuli,Udine,Italy,Italy,0,0,0,32733.0,0
1990,M-1990-25,1990-06-18,Group Stage,1,0,Argentina,Romania,1,1,2,Stadio San Paolo,Naples,Italy,Italy,0,0,0,52733.0,0
1990,M-1990-26,1990-06-18,Group Stage,1,0,Cameroon,Soviet Union,0,4,4,Stadio San Nicola,Bari,Italy,Italy,0,0,0,37307.0,0
1990,M-1990-27,1990-06-19,Group Stage,1,0,West Germany,Colombia,1,1,2,San Siro,Milan,Italy,Italy,0,0,0,72510.0,0
1990,M-1990-28,1990-06-19,Group Stage,1,0,Yugoslavia,United Arab Emirates,4,1,5,Stadio Renato Dall'Ara,Bologna,Italy,Italy,0,0,0,27833.0,0
1990,M-1990-29,1990-06-19,Group Stage,1,0,Austria,United States,2,1,3,Stadio Comunale,Florence,Italy,Italy,0,0,0,34857.0,0
1990,M-1990-30,1990-06-19,Group Stage,1,0,Italy,Czechoslovakia,2,0,2,Stadio Olimpico,Rome,Italy,Italy,1,0,0,73303.0,0
1990,M-1990-31,1990-06-20,Group Stage,1,0,Brazil,Scotland,1,0,1,Stadio delle Alpi,Turin,Italy,Italy,0,0,0,62502.0,0
1990,M-1990-32,1990-06-20,Group Stage,1,0,Sweden,Costa Rica,1,2,3,Stadio Luigi Ferraris,Genoa,Italy,Italy,0,0,0,30223.0,0
1990,M-1990-33,1990-06-21,Group Stage,1,0,Belgium,Spain,1,2,3,Stadio Marc'Antonio Bentegodi,Verona,Italy,Italy,0,0,0,35950.0,0
1990,M-1990-34,1990-06-21,Group Stage,1,0,South Korea,Uruguay,0,1,1,Stadio Friuli,Udine,Italy,Italy,0,0,0,29039.0,0
1990,M-1990-35,1990-06-21,Group Stage,1,0,England,Egypt,1,0,1,Stadio Sant'Elia,Cagliari,Italy,Italy,0,0,0,34959.0,0
1990,M-1990-36,1990-06-21,Group Stage,1,0,Republic of Ireland,Netherlands,1,1,2,Stadio La Favorita,Palermo,Italy,Italy,0,0,0,33288.0,0
1990,M-1990-37,1990-06-23,Round Of 16,0,1,Cameroon,Colombia,2,1,3,Stadio San Paolo,Naples,Italy,Italy,0,1,0,50026.0,0
1990,M-1990-38,1990-06-23,Round Of 16,0,1,Czechoslovakia,Costa Rica,4,1,5,Stadio San Nicola,Bari,Italy,Italy,0,0,0,47673.0,0
1990,M-1990-39,1990-06-24,Round Of 16,0,1,Brazil,Argentina,0,1,1,Stadio delle Alpi,Turin,Italy,Italy,0,0,0,61381.0,0
1990,M-1990-40,1990-06-24,Round Of 16,0,1,West Germany,Netherlands,2,1,3,San Siro,Milan,Italy,Italy,0,0,0,74559.0,0
1990,M-1990-41,1990-06-25,Round Of 16,0,1,Republic of Ireland,Romania,0,0,0,Stadio Luigi Ferraris,Genoa,Italy,Italy,0,1,1,31818.0,0
1990,M-1990-42,1990-06-25,Round Of 16,0,1,Italy,Uruguay,2,0,2,Stadio Olimpico,Rome,Italy,Italy,1,0,0,73303.0,0
1990,M-1990-43,1990-06-26,Round Of 16,0,1,Spain,Yugoslavia,1,2,3,Stadio Marc'Antonio Bentegodi,Verona,Italy,Italy,0,1,0,35500.0,0
1990,M-1990-44,1990-06-26,Round Of 16,0,1,England,Belgium,1,0,1,Stadio Renato Dall'Ara,Bologna,Italy,Italy,0,1,0,34520.0,0
1990,M-1990-45,1990-06-30,Quarter-Finals,0,1,Argentina,Yugoslavia,0,0,0,Stadio Comunale,Florence,Italy,Italy,0,1,1,,0
1990,M-1990-46,1990-06-30,Quarter-Finals,0,1,Republic of Ireland,Italy,0,1,1,Stadio Olimpico,Rome,Italy,Italy,1,0,0,,0
1990,M-1990-47,1990-07-01,Quarter-Finals,0,1,Czechoslovakia,West Germany,0,1,1,San Siro,Milan,Italy,Italy,0,0,0,,0
1990,M-1990-48,1990-07-01,Quarter-Finals,0,1,Cameroon,England,2,3,5,Stadio San Paolo,Naples,Italy,Italy,0,1,0,,0
1990,M-1990-49,1990-07-03,Semi-Finals,0,1,Argentina,Italy,1,1,2,Stadio San Paolo,Naples,Italy,Italy,1,1,1,,0
1990,M-1990-50,1990-07-04,Semi-Finals,0,1,West Germany,England,1,1,2,Stadio delle Alpi,Turin,Italy,Italy,0,1,1,62628.0,0
1990,M-1990-51,1990-07-07,Third-Place Match,0,1,Italy,England,2,1,3,Stadio San Nicola,Bari,Italy,Italy,1,0,0,51426.0,0
1990,M-1990-52,1990-07-08,Final,0,1,West Germany,Argentina,1,0,1,Stadio Olimpico,Rome,Italy,Italy,0,0,0,73603.0,0
1994,M-1994-01,1994-06-17,Group Stage,1,0,Germany,Bolivia,1,0,1,Soldier Field,Chicago,United States,United States,0,0,0,63117.0,0
1994,M-1994-02,1994-06-17,Group Stage,1,0,Spain,South Korea,2,2,4,Cotton Bowl,Dallas,United States,United States,0,0,0,56247.0,0
1994,M-1994-03,1994-06-18,Group Stage,1,0,United States,Switzerland,1,1,2,Pontiac Silverdome,Pontiac,United States,United States,1,0,0,73425.0,0
1994,M-1994-04,1994-06-18,Group Stage,1,0,Italy,Republic of Ireland,0,1,1,Giants Stadium,East Rutherford,United States,United States,0,0,0,75338.0,0
1994,M-1994-05,1994-06-18,Group Stage,1,0,Colombia,Romania,1,3,4,Rose Bowl,Pasadena,United States,United States,0,0,0,91856.0,0
1994,M-1994-06,1994-06-19,Group Stage,1,0,Belgium,Morocco,1,0,1,Citrus Bowl,Orlando,United States,United States,0,0,0,61219.0,0
1994,M-1994-07,1994-06-19,Group Stage,1,0,Norway,Mexico,1,0,1,RFK Stadium,"Washington, D.C.",United States,United States,0,0,0,52395.0,0
1994,M-1994-08,1994-06-19,Group Stage,1,0,Cameroon,Sweden,2,2,4,Rose Bowl,Pasadena,United States,United States,0,0,0,93194.0,0
1994,M-1994-09,1994-06-20,Group Stage,1,0,Brazil,Russia,2,0,2,Stanford Stadium,Stanford,United States,United States,0,0,0,81061.0,0
1994,M-1994-10,1994-06-20,Group Stage,1,0,Netherlands,Saudi Arabia,2,1,3,RFK Stadium,"Washington, D.C.",United States,United States,0,0,0,50535.0,0
1994,M-1994-11,1994-06-21,Group Stage,1,0,Argentina,Greece,4,0,4,Foxboro Stadium,Foxborough,United States,United States,0,0,0,54456.0,0
1994,M-1994-12,1994-06-21,Group Stage,1,0,Germany,Spain,1,1,2,Soldier Field,Chicago,United States,United States,0,0,0,63113.0,0
1994,M-1994-13,1994-06-21,Group Stage,1,0,Nigeria,Bulgaria,3,0,3,Cotton Bowl,Dallas,United States,United States,0,0,0,44132.0,0
1994,M-1994-14,1994-06-22,Group Stage,1,0,Romania,Switzerland,1,4,5,Pontiac Silverdome,Pontiac,United States,United States,0,0,0,61428.0,0
1994,M-1994-15,1994-06-22,Group Stage,1,0,United States,Colombia,2,1,3,Rose Bowl,Pasadena,United States,United States,1,0,0,93869.0,0
1994,M-1994-16,1994-06-23,Group Stage,1,0,Italy,Norway,1,0,1,Giants Stadium,East Rutherford,United States,United States,0,0,0,74624.0,0
1994,M-1994-17,1994-06-23,Group Stage,1,0,South Korea,Bolivia,0,0,0,Foxboro Stadium,Foxborough,United States,United States,0,0,0,54453.0,0
1994,M-1994-18,1994-06-24,Group Stage,1,0,Mexico,Republic of Ireland,2,1,3,Citrus Bowl,Orlando,United States,United States,0,0,0,60790.0,0
1994,M-1994-19,1994-06-24,Group Stage,1,0,Brazil,Cameroon,3,0,3,Stanford Stadium,Stanford,United States,United States,0,0,0,83401.0,0
1994,M-1994-20,1994-06-24,Group Stage,1,0,Sweden,Russia,3,1,4,Pontiac Silverdome,Pontiac,United States,United States,0,0,0,71528.0,0
1994,M-1994-21,1994-06-25,Group Stage,1,0,Belgium,Netherlands,1,0,1,Citrus Bowl,Orlando,United States,United States,0,0,0,62387.0,0
1994,M-1994-22,1994-06-25,Group Stage,1,0,Saudi Arabia,Morocco,2,1,3,Giants Stadium,East Rutherford,United States,United States,0,0,0,76322.0,0
1994,M-1994-23,1994-06-25,Group Stage,1,0,Argentina,Nigeria,2,1,3,Foxboro Stadium,Foxborough,United States,United States,0,0,0,54453.0,0
1994,M-1994-24,1994-06-26,Group Stage,1,0,Bulgaria,Greece,4,0,4,Soldier Field,Chicago,United States,United States,0,0,0,63160.0,0
1994,M-1994-25,1994-06-26,Group Stage,1,0,Switzerland,Colombia,0,2,2,Stanford Stadium,Stanford,United States,United States,0,0,0,83401.0,0
1994,M-1994-26,1994-06-26,Group Stage,1,0,United States,Romania,0,1,1,Rose Bowl,Pasadena,United States,United States,1,0,0,93869.0,0
1994,M-1994-27,1994-06-27,Group Stage,1,0,Bolivia,Spain,1,3,4,Soldier Field,Chicago,United States,United States,0,0,0,63089.0,0
1994,M-1994-28,1994-06-27,Group Stage,1,0,Germany,South Korea,3,2,5,Cotton Bowl,Dallas,United States,United States,0,0,0,63998.0,0
1994,M-1994-29,1994-06-28,Group Stage,1,0,Italy,Mexico,1,1,2,RFK Stadium,"Washington, D.C.",United States,United States,0,0,0,52535.0,0
1994,M-1994-30,1994-06-28,Group Stage,1,0,Republic of Ireland,Norway,0,0,0,Giants Stadium,East Rutherford,United States,United States,0,0,0,72404.0,0
1994,M-1994-31,1994-06-28,Group Stage,1,0,Russia,Cameroon,6,1,7,Stanford Stadium,Stanford,United States,United States,0,0,0,74914.0,0
1994,M-1994-32,1994-06-28,Group Stage,1,0,Brazil,Sweden,1,1,2,Pontiac Silverdome,Pontiac,United States,United States,0,0,0,77217.0,0
1994,M-1994-33,1994-06-29,Group Stage,1,0,Belgium,Saudi Arabia,0,1,1,RFK Stadium,"Washington, D.C.",United States,United States,0,0,0,52959.0,0
1994,M-1994-34,1994-06-29,Group Stage,1,0,Morocco,Netherlands,1,2,3,Citrus Bowl,Orlando,United States,United States,0,0,0,60578.0,0
1994,M-1994-35,1994-06-30,Group Stage,1,0,Argentina,Bulgaria,0,2,2,Cotton Bowl,Dallas,United States,United States,0,0,0,63998.0,0
1994,M-1994-36,1994-06-30,Group Stage,1,0,Greece,Nigeria,0,2,2,Foxboro Stadium,Foxborough,United States,United States,0,0,0,53001.0,0
1994,M-1994-37,1994-07-02,Round Of 16,0,1,Germany,Belgium,3,2,5,Soldier Field,Chicago,United States,United States,0,0,0,60246.0,0
1994,M-1994-38,1994-07-02,Round Of 16,0,1,Spain,Switzerland,3,0,3,RFK Stadium,"Washington, D.C.",United States,United States,0,0,0,53121.0,0
1994,M-1994-39,1994-07-03,Round Of 16,0,1,Saudi Arabia,Sweden,1,3,4,Cotton Bowl,Dallas,United States,United States,0,0,0,60277.0,0
1994,M-1994-40,1994-07-03,Round Of 16,0,1,Romania,Argentina,3,2,5,Rose Bowl,Pasadena,United States,United States,0,0,0,90469.0,0
1994,M-1994-41,1994-07-04,Round Of 16,0,1,Netherlands,Republic of Ireland,2,0,2,Citrus Bowl,Orlando,United States,United States,0,0,0,61355.0,0
1994,M-1994-42,1994-07-04,Round Of 16,0,1,Brazil,United States,1,0,1,Stanford Stadium,Stanford,United States,United States,1,0,0,84147.0,0
1994,M-1994-43,1994-07-05,Round Of 16,0,1,Nigeria,Italy,1,2,3,Foxboro Stadium,Foxborough,United States,United States,0,1,0,54367.0,0
1994,M-1994-44,1994-07-05,Round Of 16,0,1,Mexico,Bulgaria,1,1,2,Giants Stadium,East Rutherford,United States,United States,0,1,1,71030.0,0
1994,M-1994-45,1994-07-09,Quarter-Finals,0,1,Italy,Spain,2,1,3,Foxboro Stadium,Foxborough,United States,United States,0,0,0,53400.0,0
1994,M-1994-46,1994-07-09,Quarter-Finals,0,1,Netherlands,Brazil,2,3,5,Cotton Bowl,Dallas,United States,United States,0,0,0,63500.0,0
1994,M-1994-47,1994-07-10,Quarter-Finals,0,1,Bulgaria,Germany,2,1,3,Giants Stadium,East Rutherford,United States,United States,0,0,0,72000.0,0
1994,M-1994-48,1994-07-10,Quarter-Finals,0,1,Romania,Sweden,2,2,4,Stanford Stadium,Stanford,United States,United States,0,1,1,83500.0,0
1994,M-1994-49,1994-07-13,Semi-Finals,0,1,Bulgaria,Italy,1,2,3,Giants Stadium,East Rutherford,United States,United States,0,0,0,74110.0,0
1994,M-1994-50,1994-07-13,Semi-Finals,0,1,Sweden,Brazil,0,1,1,Rose Bowl,Pasadena,United States,United States,0,0,0,91856.0,0
1994,M-1994-51,1994-07-16,Third-Place Match,0,1,Sweden,Bulgaria,4,0,4,Rose Bowl,Pasadena,United States,United States,0,0,0,91500.0,0
